,Unnamed: 0,Date,Temperature,Humidity,Dew Point,mean_wind_speed_mph,Pincode
673,673,12/28/2013,47.0,62.0,34.0,2.0,94041
674,674,12/29/2013,49.0,52.0,30.0,1.0,94041
675,675,12/30/2013,47.0,59.0,32.0,1.0,94041
676,676,12/31/2013,46.0,70.0,36.0,1.0,94041
677,677,1/1/2014,46.0,69.0,36.0,2.0,94041
678,678,1/2/2014,48.0,64.0,36.0,1.0,94041
679,679,1/3/2014,49.0,65.0,37.0,1.0,94041
680,680,1/4/2014,49.0,63.0,36.0,1.0,94041
681,681,1/5/2014,47.0,55.0,31.0,2.0,94041
682,682,1/6/2014,48.0,64.0,36.0,1.0,94041
683,683,1/7/2014,50.0,68.0,40.0,1.0,94041
684,684,1/8/2014,52.0,77.0,45.0,2.0,94041
685,685,1/9/2014,50.0,76.0,42.0,2.0,94041
686,686,1/10/2014,49.0,74.0,41.0,1.0,94041
687,687,1/11/2014,49.0,77.0,42.0,1.0,94041
688,688,1/12/2014,48.0,71.0,39.0,3.0,94041
689,689,1/13/2014,51.0,59.0,36.0,6.0,94041
690,690,1/14/2014,54.0,49.0,33.0,6.0,94041
691,691,1/15/2014,52.0,51.0,34.0,4.0,94041
692,692,1/16/2014,52.0,53.0,34.0,4.0,94041
693,693,1/17/2014,50.0,58.0,35.0,6.0,94041
694,694,1/18/2014,49.0,57.0,34.0,4.0,94041
695,695,1/19/2014,48.0,58.0,34.0,5.0,94041
696,696,1/20/2014,50.0,57.0,34.0,4.0,94041
697,697,1/21/2014,49.0,57.0,34.0,5.0,94041
698,698,1/22/2014,50.0,56.0,34.0,5.0,94041
699,699,1/23/2014,51.0,55.0,34.0,5.0,94041
700,700,1/24/2014,50.0,61.0,37.0,6.0,94041
701,701,1/25/2014,54.0,57.0,38.0,3.0,94041
702,702,1/26/2014,54.0,59.0,39.0,3.0,94041
703,703,1/27/2014,53.0,74.0,45.0,3.0,94041
704,704,1/28/2014,57.0,76.0,50.0,4.0,94041
705,705,1/29/2014,60.0,80.0,54.0,2.0,94041
706,706,1/30/2014,56.0,70.0,46.0,3.0,94041
707,707,1/31/2014,51.0,63.0,38.0,6.0,94041
708,708,2/1/2014,47.0,61.0,34.0,6.0,94041
709,709,2/2/2014,48.0,71.0,39.0,7.0,94041
710,710,2/3/2014,48.0,70.0,38.0,3.0,94041
711,711,2/4/2014,46.0,68.0,36.0,2.0,94041
712,712,2/5/2014,47.0,69.0,37.0,3.0,94041
713,713,2/6/2014,51.0,78.0,44.0,5.0,94041
714,714,2/7/2014,53.0,80.0,46.0,5.0,94041
715,715,2/8/2014,59.0,76.0,51.0,7.0,94041
716,716,2/9/2014,60.0,76.0,53.0,4.0,94041
717,717,2/10/2014,56.0,79.0,50.0,2.0,94041
718,718,2/11/2014,54.0,77.0,47.0,1.0,94041
719,719,2/12/2014,54.0,75.0,46.0,2.0,94041
720,720,2/13/2014,58.0,77.0,50.0,2.0,94041
721,721,2/14/2014,58.0,78.0,51.0,2.0,94041
722,722,2/15/2014,55.0,78.0,48.0,1.0,94041
723,723,2/16/2014,56.0,63.0,42.0,4.0,94041
724,724,2/17/2014,50.0,67.0,40.0,5.0,94041
725,725,2/18/2014,53.0,69.0,43.0,5.0,94041
726,726,2/19/2014,56.0,66.0,44.0,6.0,94041
727,727,2/20/2014,54.0,60.0,39.0,4.0,94041
728,728,2/21/2014,55.0,60.0,41.0,2.0,94041
729,729,2/22/2014,55.0,66.0,43.0,2.0,94041
730,730,2/23/2014,56.0,70.0,45.0,2.0,94041
731,731,2/24/2014,57.0,64.0,44.0,3.0,94041
732,732,2/25/2014,56.0,70.0,46.0,4.0,94041
733,733,2/26/2014,56.0,78.0,50.0,8.0,94041
734,734,2/27/2014,60.0,67.0,48.0,10.0,94041
735,735,2/28/2014,56.0,77.0,49.0,6.0,94041
736,736,8/29/2013,72.0,69.0,61.0,7.0,95113
737,737,8/30/2013,76.0,65.0,60.0,5.0,95113
738,738,8/31/2013,71.0,66.0,57.0,8.0,95113
739,739,9/1/2013,72.0,62.0,57.0,7.0,95113
740,740,9/2/2013,73.0,68.0,61.0,8.0,95113
741,741,9/3/2013,70.0,58.0,55.0,8.0,95113
742,742,9/4/2013,69.0,62.0,55.0,8.0,95113
743,743,9/5/2013,68.0,60.0,54.0,8.0,95113
744,744,9/6/2013,72.0,54.0,52.0,5.0,95113
745,745,9/7/2013,78.0,45.0,50.0,6.0,95113
746,746,9/8/2013,74.0,59.0,57.0,5.0,95113
747,747,9/9/2013,75.0,60.0,57.0,5.0,95113
748,748,9/10/2013,70.0,65.0,55.0,7.0,95113
749,749,9/11/2013,68.0,65.0,55.0,8.0,95113
750,750,9/12/2013,69.0,71.0,58.0,6.0,95113
751,751,9/13/2013,67.0,72.0,56.0,8.0,95113
752,752,9/14/2013,66.0,72.0,55.0,8.0,95113
753,753,9/15/2013,68.0,68.0,55.0,8.0,95113
754,754,9/16/2013,71.0,68.0,57.0,8.0,95113
755,755,9/17/2013,66.0,58.0,52.0,8.0,95113
756,756,9/18/2013,69.0,54.0,49.0,6.0,95113
757,757,9/19/2013,71.0,48.0,46.0,6.0,95113
758,758,9/20/2013,66.0,65.0,54.0,7.0,95113
759,759,9/21/2013,64.0,79.0,57.0,7.0,95113
760,760,9/22/2013,63.0,69.0,52.0,7.0,95113
761,761,9/23/2013,67.0,63.0,54.0,6.0,95113
762,762,9/24/2013,67.0,66.0,52.0,10.0,95113
763,763,9/25/2013,63.0,57.0,45.0,12.0,95113
764,764,9/26/2013,63.0,50.0,42.0,8.0,95113
765,765,9/27/2013,64.0,50.0,40.0,5.0,95113
766,766,9/28/2013,67.0,53.0,42.0,6.0,95113
767,767,9/29/2013,66.0,70.0,56.0,6.0,95113
768,768,9/30/2013,67.0,74.0,57.0,7.0,95113
769,769,10/1/2013,63.0,58.0,46.0,5.0,95113
770,770,10/2/2013,64.0,57.0,47.0,6.0,95113
771,771,10/3/2013,62.0,46.0,38.0,10.0,95113
772,772,10/4/2013,70.0,25.0,26.0,6.0,95113
773,773,10/5/2013,67.0,31.0,31.0,3.0,95113
774,774,10/6/2013,67.0,32.0,34.0,4.0,95113
775,775,10/7/2013,68.0,38.0,36.0,5.0,95113
776,776,10/8/2013,63.0,56.0,44.0,6.0,95113
777,777,10/9/2013,59.0,66.0,45.0,6.0,95113
778,778,10/10/2013,62.0,59.0,46.0,7.0,95113
779,779,10/11/2013,58.0,73.0,49.0,5.0,95113
780,780,10/12/2013,59.0,68.0,46.0,5.0,95113
781,781,10/13/2013,60.0,64.0,44.0,6.0,95113
782,782,10/14/2013,63.0,50.0,41.0,4.0,95113
783,783,10/15/2013,63.0,43.0,37.0,5.0,95113
784,784,10/16/2013,66.0,39.0,36.0,3.0,95113
785,785,10/17/2013,65.0,39.0,36.0,4.0,95113
786,786,10/18/2013,64.0,54.0,42.0,3.0,95113
787,787,10/19/2013,64.0,57.0,48.0,2.0,95113
788,788,10/20/2013,62.0,67.0,51.0,3.0,95113
789,789,10/21/2013,61.0,74.0,52.0,3.0,95113
790,790,10/22/2013,62.0,72.0,52.0,3.0,95113
791,791,10/23/2013,60.0,82.0,52.0,4.0,95113
792,792,10/24/2013,55.0,84.0,50.0,2.0,95113
793,793,10/25/2013,58.0,69.0,49.0,2.0,95113
794,794,10/26/2013,61.0,66.0,48.0,2.0,95113
795,795,10/27/2013,57.0,78.0,48.0,8.0,95113
796,796,10/28/2013,59.0,60.0,44.0,8.0,95113
797,797,10/29/2013,56.0,71.0,46.0,6.0,95113
798,798,10/30/2013,56.0,67.0,44.0,5.0,95113
799,799,10/31/2013,58.0,62.0,43.0,4.0,95113
800,800,11/1/2013,61.0,52.0,42.0,2.0,95113
801,801,11/2/2013,57.0,62.0,45.0,6.0,95113
802,802,11/3/2013,55.0,59.0,39.0,7.0,95113
803,803,11/4/2013,54.0,53.0,36.0,6.0,95113
804,804,11/5/2013,58.0,49.0,34.0,6.0,95113
805,805,11/6/2013,60.0,44.0,36.0,2.0,95113
806,806,11/7/2013,62.0,50.0,41.0,3.0,95113
807,807,11/8/2013,58.0,72.0,47.0,3.0,95113
808,808,11/9/2013,61.0,56.0,45.0,3.0,95113
809,809,11/10/2013,55.0,76.0,47.0,4.0,95113
810,810,11/11/2013,59.0,74.0,49.0,2.0,95113
811,811,11/12/2013,62.0,61.0,49.0,3.0,95113
812,812,11/13/2013,60.0,63.0,49.0,3.0,95113
813,813,11/14/2013,57.0,84.0,51.0,4.0,95113
814,814,11/15/2013,55.0,64.0,43.0,4.0,95113
815,815,11/16/2013,52.0,66.0,44.0,6.0,95113
816,816,11/17/2013,54.0,73.0,46.0,4.0,95113
817,817,11/18/2013,53.0,72.0,44.0,5.0,95113
818,818,11/19/2013,57.0,78.0,50.0,8.0,95113
819,819,11/20/2013,58.0,89.0,55.0,9.0,95113
820,820,11/21/2013,56.0,63.0,41.0,8.0,95113
821,821,11/22/2013,58.0,31.0,22.0,7.0,95113
822,822,11/23/2013,53.0,50.0,35.0,2.0,95113
823,823,11/24/2013,53.0,62.0,39.0,3.0,95113
824,824,11/25/2013,53.0,64.0,41.0,2.0,95113
825,825,11/26/2013,53.0,66.0,42.0,1.0,95113
826,826,11/27/2013,54.0,68.0,43.0,2.0,95113
827,827,11/28/2013,57.0,62.0,43.0,3.0,95113
828,828,11/29/2013,57.0,60.0,41.0,2.0,95113
829,829,11/30/2013,53.0,67.0,42.0,3.0,95113
830,830,12/1/2013,55.0,65.0,42.0,3.0,95113
831,831,12/2/2013,53.0,77.0,46.0,4.0,95113
832,832,12/3/2013,49.0,70.0,41.0,10.0,95113
833,833,12/4/2013,43.0,53.0,24.0,4.0,95113
834,834,12/5/2013,41.0,50.0,20.0,3.0,95113
835,835,12/6/2013,42.0,61.0,29.0,6.0,95113
836,836,12/7/2013,42.0,66.0,31.0,10.0,95113
837,837,12/8/2013,39.0,57.0,23.0,4.0,95113
838,838,12/9/2013,38.0,48.0,20.0,3.0,95113
839,839,12/10/2013,41.0,55.0,25.0,1.0,95113
840,840,12/11/2013,44.0,53.0,28.0,1.0,95113
841,841,12/12/2013,44.0,58.0,30.0,1.0,95113
842,842,12/13/2013,47.0,65.0,35.0,2.0,95113
843,843,12/14/2013,48.0,63.0,34.0,1.0,95113
844,844,12/15/2013,47.0,64.0,34.0,1.0,95113
845,845,12/16/2013,52.0,57.0,34.0,1.0,95113
846,846,12/17/2013,53.0,54.0,36.0,1.0,95113
847,847,12/18/2013,53.0,68.0,42.0,3.0,95113
848,848,12/19/2013,50.0,66.0,36.0,7.0,95113
849,849,12/20/2013,48.0,37.0,16.0,3.0,95113
850,850,12/21/2013,48.0,63.0,36.0,3.0,95113
851,851,12/22/2013,52.0,63.0,38.0,3.0,95113
852,852,12/23/2013,51.0,62.0,37.0,2.0,95113
853,853,12/24/2013,54.0,59.0,37.0,3.0,95113
854,854,12/25/2013,52.0,59.0,36.0,2.0,95113
855,855,12/26/2013,53.0,57.0,36.0,2.0,95113
856,856,12/27/2013,48.0,67.0,37.0,1.0,95113
857,857,12/28/2013,51.0,59.0,34.0,3.0,95113
858,858,12/29/2013,52.0,47.0,27.0,2.0,95113
859,859,12/30/2013,50.0,50.0,31.0,2.0,95113
860,860,12/31/2013,48.0,72.0,38.0,2.0,95113
861,861,1/1/2014,49.0,62.0,34.0,1.0,95113
862,862,1/2/2014,52.0,57.0,34.0,1.0,95113
863,863,1/3/2014,52.0,53.0,35.0,2.0,95113
864,864,1/4/2014,52.0,57.0,36.0,3.0,95113
865,865,1/5/2014,51.0,45.0,28.0,1.0,95113
866,866,1/6/2014,50.0,53.0,34.0,1.0,95113
867,867,1/7/2014,54.0,58.0,39.0,3.0,95113
868,868,1/8/2014,54.0,82.0,47.0,5.0,95113
869,869,1/9/2014,53.0,79.0,46.0,4.0,95113
870,870,1/10/2014,52.0,69.0,43.0,2.0,95113
871,871,1/11/2014,51.0,78.0,44.0,3.0,95113
872,872,1/12/2014,52.0,72.0,41.0,6.0,95113
873,873,1/13/2014,56.0,48.0,33.0,3.0,95113
874,874,1/14/2014,57.0,43.0,27.0,3.0,95113
875,875,1/15/2014,55.0,37.0,29.0,2.0,95113
876,876,1/16/2014,56.0,40.0,29.0,1.0,95113
877,877,1/17/2014,54.0,42.0,32.0,2.0,95113
878,878,1/18/2014,54.0,46.0,31.0,1.0,95113
879,879,1/19/2014,53.0,43.0,31.0,1.0,95113
880,880,1/20/2014,54.0,44.0,30.0,1.0,95113
881,881,1/21/2014,53.0,47.0,31.0,2.0,95113
882,882,1/22/2014,55.0,51.0,31.0,3.0,95113
883,883,1/23/2014,54.0,52.0,32.0,2.0,95113
884,884,1/24/2014,53.0,58.0,38.0,1.0,95113
885,885,1/25/2014,58.0,50.0,37.0,2.0,95113
886,886,1/26/2014,58.0,58.0,36.0,4.0,95113
887,887,1/27/2014,55.0,74.0,47.0,2.0,95113
888,888,1/28/2014,58.0,73.0,51.0,4.0,95113
889,889,1/29/2014,62.0,84.0,56.0,4.0,95113
890,890,1/30/2014,56.0,74.0,47.0,8.0,95113
891,891,1/31/2014,52.0,60.0,40.0,6.0,95113
892,892,2/1/2014,49.0,52.0,33.0,4.0,95113
893,893,2/2/2014,48.0,80.0,39.0,10.0,95113
894,894,2/3/2014,48.0,68.0,38.0,6.0,95113
895,895,2/4/2014,46.0,68.0,36.0,5.0,95113
896,896,2/5/2014,47.0,64.0,37.0,5.0,95113
897,897,2/6/2014,50.0,86.0,46.0,10.0,95113
898,898,2/7/2014,51.0,92.0,50.0,10.0,95113
899,899,2/8/2014,57.0,79.0,51.0,13.0,95113
900,900,2/9/2014,60.0,80.0,53.0,10.0,95113
901,901,2/10/2014,57.0,86.0,52.0,5.0,95113
902,902,2/11/2014,56.0,80.0,49.0,3.0,95113
903,903,2/12/2014,56.0,78.0,47.0,3.0,95113
904,904,2/13/2014,59.0,80.0,51.0,4.0,95113
905,905,2/14/2014,58.0,82.0,53.0,4.0,95113
906,906,2/15/2014,56.0,80.0,49.0,6.0,95113
907,907,2/16/2014,55.0,67.0,45.0,5.0,95113
908,908,2/17/2014,50.0,64.0,40.0,6.0,95113
909,909,2/18/2014,54.0,64.0,44.0,4.0,95113
910,910,2/19/2014,56.0,72.0,47.0,8.0,95113
911,911,2/20/2014,55.0,59.0,39.0,4.0,95113
912,912,2/21/2014,57.0,54.0,41.0,4.0,95113
913,913,2/22/2014,57.0,60.0,44.0,5.0,95113
914,914,2/23/2014,57.0,64.0,46.0,3.0,95113
915,915,2/24/2014,59.0,61.0,43.0,3.0,95113
916,916,2/25/2014,55.0,76.0,45.0,6.0,95113
917,917,2/26/2014,57.0,83.0,51.0,13.0,95113
918,918,2/27/2014,59.0,66.0,48.0,10.0,95113
919,919,2/28/2014,57.0,78.0,50.0,12.0,95113
920,920,3/1/2014,62.0,63.0,48.0,10.0,94107
921,921,3/2/2014,57.0,75.0,51.0,9.0,94107
922,922,3/3/2014,56.0,77.0,49.0,6.0,94107
923,923,3/4/2014,61.0,77.0,52.0,5.0,94107
924,924,3/5/2014,60.0,73.0,54.0,6.0,94107
925,925,3/6/2014,58.0,80.0,53.0,8.0,94107
926,926,3/7/2014,57.0,67.0,47.0,6.0,94107
927,927,3/8/2014,59.0,63.0,48.0,4.0,94107
928,928,3/9/2014,63.0,69.0,51.0,6.0,94107
929,929,3/10/2014,62.0,66.0,48.0,8.0,94107
930,930,3/11/2014,61.0,40.0,31.0,11.0,94107
931,931,3/12/2014,66.0,26.0,28.0,16.0,94107
932,932,3/13/2014,58.0,58.0,43.0,6.0,94107
933,933,3/14/2014,60.0,68.0,49.0,7.0,94107
934,934,3/15/2014,62.0,63.0,48.0,6.0,94107
935,935,3/16/2014,60.0,68.0,48.0,8.0,94107
936,936,3/17/2014,59.0,60.0,46.0,11.0,94107
937,937,3/18/2014,57.0,55.0,39.0,5.0,94107
938,938,3/19/2014,59.0,52.0,40.0,6.0,94107
939,939,3/20/2014,60.0,61.0,45.0,8.0,94107
940,940,3/21/2014,56.0,69.0,45.0,8.0,94107
941,941,3/22/2014,58.0,64.0,45.0,8.0,94107
942,942,3/23/2014,57.0,68.0,46.0,7.0,94107
943,943,3/24/2014,59.0,58.0,46.0,6.0,94107
944,944,3/25/2014,54.0,75.0,49.0,8.0,94107
945,945,3/26/2014,58.0,77.0,48.0,12.0,94107
946,946,3/27/2014,61.0,61.0,46.0,9.0,94107
947,947,3/28/2014,63.0,63.0,49.0,9.0,94107
948,948,3/29/2014,57.0,79.0,51.0,12.0,94107
949,949,3/30/2014,56.0,64.0,44.0,10.0,94107
950,950,3/31/2014,53.0,76.0,44.0,13.0,94107
951,951,4/1/2014,52.0,72.0,43.0,13.0,94107
952,952,4/2/2014,53.0,68.0,43.0,8.0,94107
953,953,4/3/2014,54.0,69.0,44.0,8.0,94107
954,954,4/4/2014,56.0,71.0,46.0,8.0,94107
955,955,4/5/2014,56.0,71.0,46.0,7.0,94107
956,956,4/6/2014,61.0,71.0,50.0,5.0,94107
957,957,4/7/2014,65.0,62.0,52.0,6.0,94107
958,958,4/8/2014,67.0,70.0,53.0,6.0,94107
959,959,4/9/2014,59.0,75.0,49.0,8.0,94107
960,960,4/10/2014,63.0,71.0,50.0,7.0,94107
961,961,4/11/2014,58.0,75.0,49.0,9.0,94107
962,962,4/12/2014,59.0,69.0,47.0,11.0,94107
963,963,4/13/2014,61.0,69.0,48.0,9.0,94107
964,964,4/14/2014,59.0,73.0,49.0,8.0,94107
965,965,4/15/2014,59.0,70.0,48.0,8.0,94107
966,966,4/16/2014,62.0,64.0,49.0,8.0,94107
967,967,4/17/2014,58.0,75.0,49.0,7.0,94107
968,968,4/18/2014,58.0,70.0,48.0,8.0,94107
969,969,4/19/2014,59.0,69.0,48.0,12.0,94107
970,970,4/20/2014,63.0,60.0,48.0,6.0,94107
971,971,4/21/2014,59.0,63.0,46.0,9.0,94107
972,972,4/22/2014,59.0,60.0,42.0,19.0,94107
973,973,4/23/2014,56.0,56.0,41.0,9.0,94107
974,974,4/24/2014,59.0,71.0,51.0,9.0,94107
975,975,4/25/2014,55.0,74.0,49.0,12.0,94107
976,976,4/26/2014,53.0,63.0,42.0,10.0,94107
977,977,4/27/2014,58.0,57.0,46.0,13.0,94107
978,978,4/28/2014,59.0,67.0,46.0,7.0,94107
979,979,4/29/2014,67.0,52.0,47.0,4.0,94107
980,980,4/30/2014,73.0,53.0,50.0,5.0,94107
981,981,5/1/2014,71.0,45.0,46.0,6.0,94107
982,982,5/2/2014,63.0,71.0,52.0,8.0,94107
983,983,5/3/2014,61.0,69.0,50.0,16.0,94107
984,984,5/4/2014,63.0,66.0,51.0,15.0,94107
985,985,5/5/2014,61.0,64.0,47.0,17.0,94107
986,986,5/6/2014,61.0,58.0,45.0,11.0,94107
987,987,5/7/2014,58.0,64.0,46.0,12.0,94107
988,988,5/8/2014,60.0,73.0,50.0,10.0,94107
989,989,5/9/2014,62.0,64.0,50.0,16.0,94107
990,990,5/10/2014,61.0,53.0,44.0,12.0,94107
991,991,5/11/2014,65.0,45.0,41.0,10.0,94107
992,992,5/12/2014,66.0,50.0,46.0,6.0,94107
993,993,5/13/2014,74.0,43.0,44.0,5.0,94107
994,994,5/14/2014,75.0,43.0,46.0,6.0,94107
995,995,5/15/2014,70.0,47.0,47.0,6.0,94107
996,996,5/16/2014,63.0,65.0,51.0,12.0,94107
997,997,5/17/2014,61.0,71.0,51.0,13.0,94107
998,998,5/18/2014,63.0,64.0,50.0,16.0,94107
999,999,5/19/2014,62.0,65.0,49.0,16.0,94107
1000,1000,5/20/2014,63.0,64.0,49.0,11.0,94107
1001,1001,5/21/2014,63.0,68.0,50.0,11.0,94107
1002,1002,5/22/2014,62.0,72.0,50.0,11.0,94107
1003,1003,5/23/2014,61.0,72.0,51.0,10.0,94107
1004,1004,5/24/2014,61.0,71.0,51.0,10.0,94107
1005,1005,5/25/2014,65.0,61.0,49.0,8.0,94107
1006,1006,5/26/2014,62.0,71.0,51.0,8.0,94107
1007,1007,5/27/2014,61.0,64.0,48.0,8.0,94107
1008,1008,5/28/2014,62.0,57.0,45.0,9.0,94107
1009,1009,5/29/2014,64.0,55.0,47.0,8.0,94107
1010,1010,5/30/2014,59.0,70.0,48.0,12.0,94107
1011,1011,5/31/2014,61.0,71.0,49.0,10.0,94107
1012,1012,6/1/2014,62.0,71.0,50.0,9.0,94107
1013,1013,6/2/2014,60.0,73.0,49.0,11.0,94107
1014,1014,6/3/2014,60.0,68.0,49.0,11.0,94107
1015,1015,6/4/2014,61.0,71.0,51.0,8.0,94107
1016,1016,6/5/2014,60.0,74.0,51.0,11.0,94107
1017,1017,6/6/2014,61.0,74.0,51.0,10.0,94107
1018,1018,6/7/2014,63.0,71.0,51.0,8.0,94107
1019,1019,6/8/2014,70.0,61.0,53.0,7.0,94107
1020,1020,6/9/2014,68.0,67.0,54.0,10.0,94107
1021,1021,6/10/2014,63.0,73.0,54.0,10.0,94107
1022,1022,6/11/2014,64.0,66.0,53.0,12.0,94107
1023,1023,6/12/2014,61.0,68.0,49.0,14.0,94107
1024,1024,6/13/2014,64.0,65.0,51.0,8.0,94107
1025,1025,6/14/2014,67.0,63.0,50.0,9.0,94107
1026,1026,6/15/2014,61.0,66.0,50.0,13.0,94107
1027,1027,6/16/2014,61.0,70.0,48.0,14.0,94107
1028,1028,6/17/2014,62.0,56.0,47.0,7.0,94107
1029,1029,6/18/2014,68.0,53.0,49.0,7.0,94107
1030,1030,6/19/2014,61.0,70.0,50.0,9.0,94107
1031,1031,6/20/2014,64.0,66.0,52.0,10.0,94107
1032,1032,6/21/2014,59.0,70.0,49.0,8.0,94107
1033,1033,6/22/2014,60.0,67.0,49.0,12.0,94107
1034,1034,6/23/2014,63.0,67.0,50.0,9.0,94107
1035,1035,6/24/2014,62.0,71.0,52.0,10.0,94107
1036,1036,6/25/2014,63.0,79.0,55.0,13.0,94107
1037,1037,6/26/2014,65.0,74.0,55.0,12.0,94107
1038,1038,6/27/2014,64.0,76.0,56.0,9.0,94107
1039,1039,6/28/2014,65.0,72.0,54.0,9.0,94107
1040,1040,6/29/2014,67.0,62.0,52.0,8.0,94107
1041,1041,6/30/2014,70.0,63.0,54.0,9.0,94107
1042,1042,7/1/2014,64.0,73.0,54.0,10.0,94107
1043,1043,7/2/2014,64.0,72.0,54.0,11.0,94107
1044,1044,7/3/2014,62.0,71.0,52.0,10.0,94107
1045,1045,7/4/2014,61.0,76.0,52.0,9.0,94107
1046,1046,7/5/2014,63.0,73.0,53.0,7.0,94107
1047,1047,7/6/2014,62.0,73.0,52.0,10.0,94107
1048,1048,7/7/2014,62.0,76.0,54.0,9.0,94107
1049,1049,7/8/2014,63.0,78.0,54.0,9.0,94107
1050,1050,7/9/2014,64.0,77.0,55.0,8.0,94107
1051,1051,7/10/2014,67.0,71.0,55.0,9.0,94107
1052,1052,7/11/2014,67.0,69.0,54.0,13.0,94107
1053,1053,7/12/2014,64.0,69.0,54.0,12.0,94107
1054,1054,7/13/2014,65.0,74.0,54.0,8.0,94107
1055,1055,7/14/2014,67.0,70.0,55.0,9.0,94107
1056,1056,7/15/2014,68.0,73.0,58.0,11.0,94107
1057,1057,7/16/2014,68.0,74.0,57.0,14.0,94107
1058,1058,7/17/2014,68.0,68.0,56.0,13.0,94107
1059,1059,7/18/2014,67.0,73.0,56.0,12.0,94107
1060,1060,7/19/2014,67.0,71.0,56.0,10.0,94107
1061,1061,7/20/2014,68.0,73.0,58.0,11.0,94107
1062,1062,7/21/2014,69.0,68.0,58.0,11.0,94107
1063,1063,7/22/2014,70.0,64.0,57.0,10.0,94107
1064,1064,7/23/2014,70.0,68.0,58.0,9.0,94107
1065,1065,7/24/2014,73.0,63.0,57.0,7.0,94107
1066,1066,7/25/2014,75.0,53.0,56.0,8.0,94107
1067,1067,7/26/2014,69.0,66.0,56.0,11.0,94107
1068,1068,7/27/2014,70.0,67.0,57.0,11.0,94107
1069,1069,7/28/2014,67.0,71.0,56.0,10.0,94107
1070,1070,7/29/2014,68.0,67.0,56.0,11.0,94107
1071,1071,7/30/2014,66.0,71.0,56.0,11.0,94107
1072,1072,7/31/2014,65.0,72.0,56.0,9.0,94107
1073,1073,8/1/2014,65.0,74.0,56.0,9.0,94107
1074,1074,8/2/2014,64.0,76.0,55.0,10.0,94107
1075,1075,8/3/2014,65.0,72.0,55.0,11.0,94107
1076,1076,8/4/2014,67.0,71.0,55.0,10.0,94107
1077,1077,8/5/2014,68.0,71.0,57.0,7.0,94107
1078,1078,8/6/2014,69.0,71.0,59.0,8.0,94107
1079,1079,8/7/2014,65.0,73.0,55.0,7.0,94107
1080,1080,8/8/2014,66.0,69.0,54.0,11.0,94107
1081,1081,8/9/2014,63.0,74.0,54.0,12.0,94107
1082,1082,8/10/2014,67.0,71.0,55.0,9.0,94107
1083,1083,8/11/2014,67.0,69.0,56.0,9.0,94107
1084,1084,8/12/2014,68.0,66.0,55.0,10.0,94107
1085,1085,8/13/2014,68.0,69.0,55.0,9.0,94107
1086,1086,8/14/2014,66.0,71.0,56.0,9.0,94107
1087,1087,8/15/2014,66.0,70.0,56.0,9.0,94107
1088,1088,8/16/2014,67.0,73.0,56.0,9.0,94107
1089,1089,8/17/2014,65.0,73.0,55.0,10.0,94107
1090,1090,8/18/2014,64.0,76.0,55.0,11.0,94107
1091,1091,8/19/2014,67.0,71.0,56.0,10.0,94107
1092,1092,8/20/2014,68.0,71.0,56.0,10.0,94107
1093,1093,8/21/2014,68.0,71.0,57.0,8.0,94107
1094,1094,8/22/2014,69.0,74.0,57.0,8.0,94107
1095,1095,8/23/2014,68.0,64.0,55.0,9.0,94107
1096,1096,8/24/2014,67.0,69.0,55.0,11.0,94107
1097,1097,8/25/2014,68.0,63.0,55.0,11.0,94107
1098,1098,8/26/2014,69.0,64.0,55.0,9.0,94107
1099,1099,8/27/2014,68.0,69.0,57.0,9.0,94107
1100,1100,8/28/2014,68.0,74.0,57.0,9.0,94107
1101,1101,8/29/2014,67.0,75.0,57.0,7.0,94107
1102,1102,8/30/2014,68.0,71.0,58.0,8.0,94107
1103,1103,8/31/2014,69.0,69.0,57.0,8.0,94107
1104,1104,3/1/2014,58.0,85.0,51.0,9.0,94063
1105,1105,3/2/2014,55.0,87.0,51.0,2.0,94063
1106,1106,3/3/2014,54.0,87.0,49.0,2.0,94063
1107,1107,3/4/2014,60.0,86.0,53.0,4.0,94063
1108,1108,3/5/2014,63.0,85.0,54.0,3.0,94063
1109,1109,3/6/2014,58.0,86.0,53.0,5.0,94063
1110,1110,3/7/2014,58.0,76.0,46.0,3.0,94063
1111,1111,3/8/2014,60.0,75.0,47.0,2.0,94063
1112,1112,3/9/2014,64.0,65.0,49.0,2.0,94063
1113,1113,3/10/2014,60.0,70.0,49.0,5.0,94063
1114,1114,3/11/2014,59.0,51.0,39.0,6.0,94063
1115,1115,3/12/2014,63.0,39.0,36.0,9.0,94063
1116,1116,3/13/2014,64.0,47.0,36.0,2.0,94063
1117,1117,3/14/2014,58.0,72.0,46.0,3.0,94063
1118,1118,3/15/2014,62.0,71.0,47.0,2.0,94063
1119,1119,3/16/2014,62.0,70.0,46.0,2.0,94063
1120,1120,3/17/2014,60.0,66.0,44.0,10.0,94063
1121,1121,3/18/2014,57.0,58.0,37.0,1.0,94063
1122,1122,3/19/2014,58.0,52.0,38.0,2.0,94063
1123,1123,3/20/2014,61.0,57.0,42.0,2.0,94063
1124,1124,3/21/2014,55.0,71.0,43.0,3.0,94063
1125,1125,3/22/2014,56.0,73.0,44.0,3.0,94063
1126,1126,3/23/2014,57.0,75.0,45.0,2.0,94063
1127,1127,3/24/2014,62.0,67.0,43.0,3.0,94063
1128,1128,3/25/2014,53.0,66.0,42.0,5.0,94063
